"package_version","license","used_in","publisher","repository"
"nodemailer@7.0.3","MIT-0","backend","Andris Reinman","https://github.com/nodemailer/nodemailer"
"nopt@5.0.0","ISC","backend","Isaac Z. Schlueter","https://github.com/npm/nopt"
"normalize-path@3.0.0","MIT","extension","Jon Schlinkert","https://github.com/jonschlinkert/normalize-path"
"normalize-url@2.0.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/normalize-url"
"npm-conf@1.1.3","MIT","extension","Kevin Martensson","https://github.com/kevva/npm-conf"
"npm-run-path@2.0.2","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/npm-run-path"
"npm-run-path@4.0.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/npm-run-path"
"npmlog@5.0.1","ISC","backend","Isaac Z. Schlueter","https://github.com/npm/npmlog"
"nth-check@2.1.1","BSD-2-Clause","backend;dashboard;extension","Felix Boehm","https://github.com/fb55/nth-check"
"nwsapi@2.2.16","MIT","backend","Diego Perini","https://github.com/dperini/nwsapi"
"oauth@0.10.2","MIT","extension","Ciaran Jessup","https://github.com/ciaranj/node-oauth"
"object-assign@4.1.1","MIT","backend;dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/object-assign"
"object-inspect@1.13.2","MIT","backend","James Halliday","https://github.com/inspect-js/object-inspect"
"object-inspect@1.13.4","MIT","extension","James Halliday","https://github.com/inspect-js/object-inspect"
"obuf@1.1.2","MIT","extension","Fedor Indutny","https://github.com/indutny/offset-buffer"
"on-finished@2.4.1","MIT","backend;extension","","https://github.com/jshttp/on-finished"
"on-headers@1.0.2","MIT","extension","Douglas Christopher Wilson","https://github.com/jshttp/on-headers"
"once@1.4.0","ISC","backend;extension","Isaac Z. Schlueter","https://github.com/isaacs/once"
"onetime@5.1.2","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/onetime"
"open@8.4.2","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/open"
"openai@6.34.0","Apache-2.0","backend","OpenAI","https://github.com/openai/openai-node"
"opener@1.5.2","(WTFPL OR MIT)","extension","Domenic Denicola","https://github.com/domenic/opener"
"opentimestamp@0.1.8","Unlicense","backend","David Arvan","https://github.com/OpenDataFormats/opentimestamp"
"optionator@0.9.4","MIT","dashboard","George Zahariev","https://github.com/gkz/optionator"
"optipng-bin@7.0.1","MIT","extension","","https://github.com/imagemin/optipng-bin"
"os-filter-obj@2.0.0","MIT","extension","Kevin Mårtensson","https://github.com/kevva/os-filter-obj"
"ow@0.17.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/ow"
"p-cancelable@0.3.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-cancelable"
"p-cancelable@0.4.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-cancelable"
"p-event@1.3.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-event"
"p-event@2.3.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-event"
"p-finally@1.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-finally"
"p-is-promise@1.1.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-is-promise"
"p-limit@2.3.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-limit"
"p-limit@3.1.0","MIT","dashboard","Sindre Sorhus","https://github.com/sindresorhus/p-limit"
"p-locate@4.1.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-locate"
"p-locate@5.0.0","MIT","dashboard","Sindre Sorhus","https://github.com/sindresorhus/p-locate"
"p-map-series@1.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-map-series"
"p-pipe@3.1.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-pipe"
"p-reduce@1.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-reduce"
"p-retry@4.6.2","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-retry"
"p-timeout@1.2.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-timeout"
"p-timeout@2.0.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-timeout"
"p-try@2.2.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/p-try"
"pac-proxy-agent@7.2.0","MIT","backend;extension","Nathan Rajlich","https://github.com/TooTallNate/proxy-agents"
"pac-resolver@7.0.1","MIT","backend;extension","Nathan Rajlich","https://github.com/TooTallNate/proxy-agents"
"pako@1.0.11","(MIT AND Zlib)","backend","","https://github.com/nodeca/pako"
"parent-module@1.0.1","MIT","backend;dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/parent-module"
"parse-json@5.2.0","MIT","backend;dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/parse-json"
"parse5-htmlparser2-tree-adapter@7.1.0","MIT","backend;dashboard;extension","Ivan Nikulin","https://github.com/inikulin/parse5"
"parse5-parser-stream@7.1.2","MIT","backend;dashboard;extension","Ivan Nikulin","https://github.com/inikulin/parse5"
"parse5@7.2.0","MIT","dashboard","Ivan Nikulin","https://github.com/inikulin/parse5"
"parse5@7.2.1","MIT","backend;extension","Ivan Nikulin","https://github.com/inikulin/parse5"
"parseurl@1.3.3","MIT","backend;extension","","https://github.com/pillarjs/parseurl"
"path-exists@4.0.0","MIT","dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","backend;extension","Sindre Sorhus","https://github.com/sindresorhus/path-is-absolute"
"path-key@2.0.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/path-key"
"path-key@3.1.1","MIT","backend;dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","dashboard;extension","Javier Blanco","https://github.com/jbgutierrez/path-parse"
"path-to-regexp@0.1.10","MIT","backend","","https://github.com/pillarjs/path-to-regexp"
"path-to-regexp@0.1.12","MIT","extension","","https://github.com/pillarjs/path-to-regexp"
"path-type@4.0.0","MIT","dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/path-type"
"path@0.12.7","MIT","backend","Joyent","https://github.com/jinder/path"
"path2d@0.2.2","MIT","extension","nilzona","https://github.com/nilzona/path2d-polyfill"
"pdf-lib@1.17.1","MIT","backend","Andrew Dillon","https://github.com/Hopding/pdf-lib"
"pdf-parse@1.1.1","MIT","backend;extension","Mehmet Kozan","git+https://gitlab.com/autokent/pdf-parse"
"pdf-poppler@0.2.1","ISC","backend","Khishigbaatar N.","https://github.com/kb47/pdf-poppler"
"pdf2pic@3.1.4","MIT","backend;extension","Jacob Baring","https://github.com/yakovmeister/pdf2image"
"pdfjs-dist@4.8.69","Apache-2.0","extension","","https://github.com/mozilla/pdf.js"
"pend@1.2.0","MIT","backend;extension","Andrew Kelley","https://github.com/andrewrk/node-pend"
"picocolors@1.1.0","ISC","dashboard","Alexey Raspopov","https://github.com/alexeyraspopov/picocolors"
"picocolors@1.1.1","ISC","backend;extension","Alexey Raspopov","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","dashboard;extension","Jon Schlinkert","https://github.com/micromatch/picomatch"
"picomatch@4.0.2","MIT","extension","Jon Schlinkert","https://github.com/micromatch/picomatch"
"pify@2.3.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/pify"
"pify@3.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/pify"
"pify@4.0.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/pify"
"pinkie-promise@2.0.1","MIT","extension","Vsevolod Strukchinsky","https://github.com/floatdrop/pinkie-promise"
"pinkie@2.0.4","MIT","extension","Vsevolod Strukchinsky","https://github.com/floatdrop/pinkie"
"pkg-dir@4.2.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/pkg-dir"
"plist@1.2.0","MIT","extension","Nathan Rajlich","https://github.com/TooTallNate/node-plist"
"pngquant-bin@6.0.1","GPL-3.0+","extension","Kevin Mårtensson","https://github.com/imagemin/pngquant-bin"
"popper.js@1.16.1","MIT","dashboard","Federico Zivolo","https://github.com/FezVrasta/popper.js"
"postcss-modules-extract-imports@3.1.0","ISC","extension","Glen Maddern","https://github.com/css-modules/postcss-modules-extract-imports"
"postcss-modules-local-by-default@4.2.0","MIT","extension","Mark Dalgleish","https://github.com/css-modules/postcss-modules-local-by-default"
"postcss-modules-scope@3.2.1","ISC","extension","Glen Maddern","https://github.com/css-modules/postcss-modules-scope"
"postcss-modules-values@4.0.0","ISC","extension","Glen Maddern","https://github.com/css-modules/postcss-modules-values"
"postcss-selector-parser@7.1.0","MIT","extension","","https://github.com/postcss/postcss-selector-parser"
"postcss-value-parser@4.2.0","MIT","extension","Bogdan Chadkin","https://github.com/TrySound/postcss-value-parser"
"postcss@8.4.47","MIT","dashboard","Andrey Sitnik","https://github.com/postcss/postcss"
"postcss@8.5.3","MIT","extension","Andrey Sitnik","https://github.com/postcss/postcss"
"preact@10.29.1","MIT","dashboard","","https://github.com/preactjs/preact"
"prebuild-install@7.1.3","MIT","extension","Mathias Buus","https://github.com/prebuild/prebuild-install"
"prelude-ls@1.2.1","MIT","dashboard","George Zahariev","https://github.com/gkz/prelude-ls"
"prepend-http@1.0.4","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/prepend-http"
"prepend-http@2.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/prepend-http"
"process-nextick-args@2.0.1","MIT","backend;extension","","https://github.com/calvinmetcalf/process-nextick-args"
"process@0.11.10","MIT","backend","Roman Shtylman","https://github.com/shtylman/node-process"
"progress@2.0.3","MIT","backend;extension","TJ Holowaychuk","https://github.com/visionmedia/node-progress"
"prop-types@15.8.1","MIT","dashboard;extension","","https://github.com/facebook/prop-types"
"proto-list@1.2.4","ISC","extension","Isaac Z. Schlueter","https://github.com/isaacs/proto-list"
"proxy-addr@2.0.7","MIT","backend;extension","Douglas Christopher Wilson","https://github.com/jshttp/proxy-addr"
"proxy-agent@6.5.0","MIT","backend;extension","Nathan Rajlich","https://github.com/TooTallNate/proxy-agents"
"proxy-from-env@1.1.0","MIT","backend;dashboard;extension","Rob Wu","https://github.com/Rob--W/proxy-from-env"
"pseudomap@1.0.2","ISC","extension","Isaac Z. Schlueter","https://github.com/isaacs/pseudomap"
"pump@3.0.2","MIT","backend;extension","Mathias Buus Madsen","https://github.com/mafintosh/pump"
"punycode@2.3.1","MIT","backend;dashboard;extension","Mathias Bynens","https://github.com/mathiasbynens/punycode.js"
"puppeteer-core@24.3.0","Apache-2.0","backend","The Chromium Authors","https://github.com/puppeteer/puppeteer/tree/main/packages/puppeteer-core"
"puppeteer-core@24.5.0","Apache-2.0","extension","The Chromium Authors","https://github.com/puppeteer/puppeteer/tree/main/packages/puppeteer-core"
"puppeteer@24.3.0","Apache-2.0","backend","The Chromium Authors","https://github.com/puppeteer/puppeteer/tree/main/packages/puppeteer"
"puppeteer@24.5.0","Apache-2.0","extension","The Chromium Authors","https://github.com/puppeteer/puppeteer/tree/main/packages/puppeteer"
"qs@6.13.0","BSD-3-Clause","backend;extension","","https://github.com/ljharb/qs"
"qtip2@3.0.3","MIT","dashboard","Craig Michael Thompson","https://github.com/qTip2/qTip2"
"query-string@5.1.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/query-string"
"queue-microtask@1.2.3","MIT","dashboard;extension","Feross Aboukhadijeh","https://github.com/feross/queue-microtask"
"randombytes@2.1.0","MIT","extension","","https://github.com/crypto-browserify/randombytes"
"range-parser@1.2.1","MIT","backend;extension","TJ Holowaychuk","https://github.com/jshttp/range-parser"
"raw-body@2.5.2","MIT","backend;extension","Jonathan Ong","https://github.com/stream-utils/raw-body"
"rc@1.2.8","(BSD-2-Clause OR MIT OR Apache-2.0)","extension","Dominic Tarr","https://github.com/dominictarr/rc"
"react-async-script@1.2.0","MIT","dashboard","Hugo Dozois","https://github.com/dozoisch/react-async-script"
"react-circular-progressbar@2.2.0","MIT","dashboard;extension","Kevin Qi","https://github.com/kevinsqi/react-circular-progressbar"
"react-clientside-effect@1.2.7","MIT","dashboard;extension","Dan Abramov","https://github.com/thekashey/react-clientside-effect"
"react-d3-speedometer@3.1.1","MIT","extension","palerdot","https://github.com/palerdot/react-d3-speedometer"
"react-dom@18.3.1","MIT","dashboard;extension","","https://github.com/facebook/react"
"react-draggable@4.5.0","MIT","dashboard","Matt Zabriskie","https://github.com/react-grid-layout/react-draggable"
"react-fast-compare@3.2.2","MIT","dashboard;extension","Chris Bolin","https://github.com/FormidableLabs/react-fast-compare"
"react-floater@0.7.9","MIT","dashboard","Gil Barbara","https://github.com/gilbarbara/react-floater"
"react-focus-lock@2.13.6","MIT","dashboard;extension","theKashey","https://github.com/theKashey/react-focus-lock"
"react-force-graph-2d@1.29.1","MIT","dashboard","Vasco Asturiano","https://github.com/vasturiano/react-force-graph"
"react-google-recaptcha@3.1.0","MIT","dashboard","Hugo Dozois","https://github.com/dozoisch/react-google-recaptcha"
"react-icons@5.3.0","MIT","dashboard","Goran Gajic","https://github.com/react-icons/react-icons"
"react-icons@5.5.0","MIT","extension","Goran Gajic","https://github.com/react-icons/react-icons"
"react-innertext@1.1.5","MIT","dashboard","Charles Stover","https://github.com/CharlesStover/react-innertext"
"react-is@16.13.1","MIT","dashboard;extension","","https://github.com/facebook/react"
"react-is@18.3.1","MIT","dashboard","","https://github.com/facebook/react"
"react-joyride@2.9.3","MIT","dashboard","Gil Barbara","https://github.com/gilbarbara/react-joyride"
"react-kapsule@2.5.7","MIT","dashboard","Vasco Asturiano","https://github.com/vasturiano/react-kapsule"
"react-refresh@0.14.2","MIT","dashboard;extension","","https://github.com/facebook/react"
"react-remove-scroll-bar@2.3.8","MIT","dashboard;extension","Anton Korzunov","https://github.com/theKashey/react-remove-scroll-bar"
"react-remove-scroll@2.6.3","MIT","dashboard;extension","Anton Korzunov","https://github.com/theKashey/react-remove-scroll"
"react-router-dom@6.27.0","MIT","dashboard","Remix Software","https://github.com/remix-run/react-router"
"react-router-dom@6.30.0","MIT","extension","Remix Software","https://github.com/remix-run/react-router"
"react-router@6.27.0","MIT","dashboard","Remix Software","https://github.com/remix-run/react-router"
"react-router@6.30.0","MIT","extension","Remix Software","https://github.com/remix-run/react-router"
"react-smooth@4.0.4","MIT","dashboard","JasonHzq","https://github.com/recharts/react-smooth"
"react-style-singleton@2.2.3","MIT","dashboard;extension","Anton Korzunov","https://github.com/theKashey/react-style-singleton"
"react-transition-group@4.4.5","BSD-3-Clause","dashboard","","https://github.com/reactjs/react-transition-group"
"react@18.3.1","MIT","dashboard;extension","","https://github.com/facebook/react"
"reactflow@11.11.4","MIT","dashboard","","https://github.com/xyflow/xyflow"
"readable-stream@2.3.7","MIT","backend;extension","","https://github.com/nodejs/readable-stream"
"readable-stream@3.6.2","MIT","backend;extension","","https://github.com/nodejs/readable-stream"
"readdirp@3.6.0","MIT","extension","Thorsten Lorenz","https://github.com/paulmillr/readdirp"
"recharts-scale@0.4.5","MIT","dashboard","recharts group","https://github.com/recharts/recharts-scale"
"recharts@2.15.2","MIT","dashboard","recharts group","https://github.com/recharts/recharts"
"rechoir@0.7.1","MIT","extension","Gulp Team","https://github.com/gulpjs/rechoir"
"redis@5.11.0","MIT","backend","","https://github.com/redis/node-redis"
"redux-devtools-extension@2.13.9","MIT","extension","Mihail Diordiev","https://github.com/zalmoxisus/redux-devtools-extension"
"regenerator-runtime@0.14.1","MIT","dashboard;extension","Ben Newman","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"replace-ext@1.0.1","MIT","extension","Gulp Team","https://github.com/gulpjs/replace-ext"
"require-directory@2.1.1","MIT","backend;extension","Troy Goode","https://github.com/troygoode/node-require-directory"
"require-from-string@2.0.2","MIT","extension","Vsevolod Strukchinsky","https://github.com/floatdrop/require-from-string"
"requires-port@1.0.0","MIT","extension","Arnout Kazemier","https://github.com/unshiftio/requires-port"
"resolve-cwd@3.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/resolve-cwd"
"resolve-from@4.0.0","MIT","backend;dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/resolve-from"
"resolve-from@5.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.10","MIT","dashboard;extension","James Halliday","https://github.com/browserify/resolve"
"responselike@1.0.2","MIT","extension","lukechilds","https://github.com/lukechilds/responselike"
"retry@0.13.1","MIT","extension","Tim Koschützki","https://github.com/tim-kos/node-retry"
"reusify@1.0.4","MIT","dashboard","Matteo Collina","https://github.com/mcollina/reusify"
"reusify@1.1.0","MIT","extension","Matteo Collina","https://github.com/mcollina/reusify"
"rimraf@2.7.1","ISC","extension","Isaac Z. Schlueter","https://github.com/isaacs/rimraf"
"rimraf@3.0.2","ISC","backend;extension","Isaac Z. Schlueter","https://github.com/isaacs/rimraf"
"rollup@4.24.0","MIT","dashboard","Rich Harris","https://github.com/rollup/rollup"
"rollup@4.35.0","MIT","extension","Rich Harris","https://github.com/rollup/rollup"
"rrweb-cssom@0.8.0","MIT","backend","Nikita Vasilyev","https://github.com/rrweb-io/CSSOM"
"run-parallel@1.2.0","MIT","dashboard;extension","Feross Aboukhadijeh","https://github.com/feross/run-parallel"
"safe-buffer@5.1.2","MIT","backend;extension","Feross Aboukhadijeh","https://github.com/feross/safe-buffer"
"safe-buffer@5.2.1","MIT","backend;extension","Feross Aboukhadijeh","https://github.com/feross/safe-buffer"
"safer-buffer@2.1.2","MIT","backend;dashboard;extension","Nikita Skovoroda","https://github.com/ChALkeR/safer-buffer"
"saxes@6.0.0","ISC","backend","Louis-Dominique Dubeau","https://github.com/lddubeau/saxes"
"scheduler@0.23.2","MIT","dashboard;extension","","https://github.com/facebook/react"
"schema-utils@2.7.1","MIT","extension","webpack Contrib","https://github.com/webpack/schema-utils"
"schema-utils@3.3.0","MIT","extension","webpack Contrib","https://github.com/webpack/schema-utils"
"schema-utils@4.3.0","MIT","extension","webpack Contrib","https://github.com/webpack/schema-utils"
"scroll-into-view-if-needed@3.1.0","MIT","dashboard","Cody Olsen","https://github.com/scroll-into-view/scroll-into-view-if-needed"
"scroll@3.0.1","MIT","dashboard","Michael Rhodes","https://github.com/michaelrhodes/scroll"
"scrollparent@2.1.0","ISC","dashboard","Ola Holmström","https://github.com/olahol/scrollparent.js"
"seek-bzip@1.0.6","MIT","extension","","https://github.com/cscott/seek-bzip"
"select-hose@2.0.0","MIT","extension","Fedor Indutny","https://github.com/indutny/select-hose"
"selfsigned@2.4.1","MIT","extension","José F. Romaniello","https://github.com/jfromaniello/selfsigned"
"semver-regex@2.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/semver-regex"
"semver-truncate@1.1.2","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/semver-truncate"
"semver@5.7.2","ISC","extension","GitHub Inc.","https://github.com/npm/node-semver"
"semver@6.3.1","ISC","backend;dashboard;extension","GitHub Inc.","https://github.com/npm/node-semver"
"semver@7.6.3","ISC","dashboard","GitHub Inc.","https://github.com/npm/node-semver"
"semver@7.7.1","ISC","backend;extension","GitHub Inc.","https://github.com/npm/node-semver"
"send@0.19.0","MIT","backend;extension","TJ Holowaychuk","https://github.com/pillarjs/send"
"seq-queue@0.0.5","MIT*","backend","changchang","https://github.com/changchang/seq-queue"
"serialize-javascript@6.0.2","BSD-3-Clause","extension","Eric Ferraiuolo","https://github.com/yahoo/serialize-javascript"
"serve-index@1.9.1","MIT","extension","Douglas Christopher Wilson","https://github.com/expressjs/serve-index"
"serve-static@1.16.2","MIT","backend;extension","Douglas Christopher Wilson","https://github.com/expressjs/serve-static"
"set-blocking@2.0.0","ISC","backend","Ben Coe","https://github.com/yargs/set-blocking"
"set-function-length@1.2.2","MIT","backend","Jordan Harband","https://github.com/ljharb/set-function-length"
"setprototypeof@1.1.0","ISC","extension","Wes Todd","https://github.com/wesleytodd/setprototypeof"
"setprototypeof@1.2.0","ISC","backend;extension","Wes Todd","https://github.com/wesleytodd/setprototypeof"
"shallow-clone@3.0.1","MIT","extension","Jon Schlinkert","https://github.com/jonschlinkert/shallow-clone"
"sharp@0.33.5","Apache-2.0","backend;extension","Lovell Fuller","https://github.com/lovell/sharp"
"shebang-command@1.2.0","MIT","extension","Kevin Martensson","https://github.com/kevva/shebang-command"
"shebang-command@2.0.0","MIT","backend;dashboard;extension","Kevin Mårtensson","https://github.com/kevva/shebang-command"
"shebang-regex@1.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/shebang-regex"
"shebang-regex@3.0.0","MIT","backend;dashboard;extension","Sindre Sorhus","https://github.com/sindresorhus/shebang-regex"
"shell-quote@1.8.2","MIT","extension","James Halliday","https://github.com/ljharb/shell-quote"
"side-channel-list@1.0.0","MIT","extension","Jordan Harband","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","extension","Jordan Harband","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","extension","Jordan Harband","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.0.6","MIT","backend","Jordan Harband","https://github.com/ljharb/side-channel"
"side-channel@1.1.0","MIT","extension","Jordan Harband","https://github.com/ljharb/side-channel"
"signal-exit@3.0.7","ISC","backend;extension","Ben Coe","https://github.com/tapjs/signal-exit"
"simple-concat@1.0.1","MIT","extension","Feross Aboukhadijeh","https://github.com/feross/simple-concat"
"simple-get@4.0.1","MIT","extension","Feross Aboukhadijeh","https://github.com/feross/simple-get"
"simple-swizzle@0.2.2","MIT","backend;extension","Qix","https://github.com/qix-/node-simple-swizzle"
"sirv@2.0.4","MIT","extension","Luke Edwards","https://github.com/lukeed/sirv"
"slash@3.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/slash"
"slate-dom@0.112.2","MIT","dashboard","","https://github.com/ianstormtaylor/slate"
"slate-history@0.110.3","MIT","dashboard","","https://github.com/ianstormtaylor/slate"
"slate-react@0.112.0","MIT","dashboard","","https://github.com/ianstormtaylor/slate"
"slate@0.112.0","MIT","dashboard","","https://github.com/ianstormtaylor/slate"
"smart-buffer@4.2.0","MIT","backend;extension","Josh Glazebrook","https://github.com/JoshGlazebrook/smart-buffer"
"socket.io-adapter@2.5.6","MIT","backend","","https://github.com/socketio/socket.io"
"socket.io-client@4.8.3","MIT","dashboard","","https://github.com/socketio/socket.io"
"socket.io-parser@4.2.5","MIT","backend;dashboard","","https://github.com/socketio/socket.io"
"socket.io@4.8.3","MIT","backend","","https://github.com/socketio/socket.io"
"sockjs@0.3.24","MIT","extension","Marek Majkowski","https://github.com/sockjs/sockjs-node"
"socks-proxy-agent@8.0.5","MIT","backend;extension","Nathan Rajlich","https://github.com/TooTallNate/proxy-agents"
"socks@2.8.4","MIT","backend;extension","Josh Glazebrook","https://github.com/JoshGlazebrook/socks"
"sort-keys-length@1.0.1","MIT","extension","Kevin Mårtensson","https://github.com/kevva/sort-keys-length"
"sort-keys@1.1.2","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/sort-keys"
"sort-keys@2.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/sort-keys"
"source-map-js@1.2.1","BSD-3-Clause","dashboard;extension","Valentin 7rulnik Semirulnik","https://github.com/7rulnik/source-map-js"
"source-map-support@0.5.21","MIT","extension","","https://github.com/evanw/node-source-map-support"
"source-map@0.5.7","BSD-3-Clause","dashboard;extension","Nick Fitzgerald","https://github.com/mozilla/source-map"
"source-map@0.6.1","BSD-3-Clause","backend;extension","Nick Fitzgerald","https://github.com/mozilla/source-map"
"source-map@0.7.4","BSD-3-Clause","extension","Nick Fitzgerald","https://github.com/mozilla/source-map"
"spdy-transport@3.0.0","MIT","extension","Fedor Indutny","https://github.com/spdy-http2/spdy-transport"
"spdy@4.0.2","MIT","extension","Fedor Indutny","https://github.com/indutny/node-spdy"
"sprintf-js@1.1.3","BSD-3-Clause","backend;extension","Alexandru Mărășteanu","https://github.com/alexei/sprintf.js"
"sqlstring@2.3.1","MIT","backend;extension","","https://github.com/mysqljs/sqlstring"
"sqlstring@2.3.3","MIT","backend","","https://github.com/mysqljs/sqlstring"
"stable@0.1.8","MIT","extension","Angry Bytes","https://github.com/Two-Screen/stable"
"stackframe@1.3.4","MIT","extension","","https://github.com/stacktracejs/stackframe"
"statuses@1.5.0","MIT","extension","","https://github.com/jshttp/statuses"
"statuses@2.0.1","MIT","backend;extension","","https://github.com/jshttp/statuses"
"storage@0.2.0","MIT","extension","Jon Schlinkert","https://github.com/jonschlinkert/storage"
"streamsearch@1.1.0","MIT","backend","Brian White","https://github.com/mscdex/streamsearch"
"streamx@2.22.0","MIT","backend;extension","Mathias Buus","https://github.com/mafintosh/streamx"
"strict-uri-encode@1.1.0","MIT","extension","Kevin Mårtensson","https://github.com/kevva/strict-uri-encode"
"string_decoder@1.1.1","MIT","backend;extension","","https://github.com/nodejs/string_decoder"
"string-width@4.2.3","MIT","backend;extension","Sindre Sorhus","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","backend;extension","Sindre Sorhus","https://github.com/chalk/strip-ansi"
"strip-dirs@2.1.0","MIT","extension","Shinnosuke Watanabe","https://github.com/shinnn/node-strip-dirs"
"strip-eof@1.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/strip-eof"
"strip-final-newline@2.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@2.0.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/strip-json-comments"
"strip-json-comments@3.1.1","MIT","dashboard","Sindre Sorhus","https://github.com/sindresorhus/strip-json-comments"
"strip-outer@1.0.1","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/strip-outer"
"strnum@1.1.2","MIT","extension","Amit Gupta","https://github.com/NaturalIntelligence/strnum"
"style-loader@4.0.0","MIT","extension","Tobias Koppers @sokra","https://github.com/webpack-contrib/style-loader"
"stylis@4.2.0","MIT","dashboard;extension","Sultan Tarimo","https://github.com/thysultan/stylis.js"
"supports-color@5.5.0","MIT","dashboard","Sindre Sorhus","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","dashboard;extension","Sindre Sorhus","https://github.com/chalk/supports-color"
"supports-color@8.1.1","MIT","extension","Sindre Sorhus","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","dashboard;extension","Jordan Harband","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"svgo@2.8.0","MIT","extension","Kir Belevich","https://github.com/svg/svgo"
"symbol-tree@3.2.4","MIT","backend","Joris van der Wel","https://github.com/jsdom/js-symbol-tree"
"tapable@2.2.1","MIT","extension","Tobias Koppers @sokra","https://github.com/webpack/tapable"
"tar-fs@2.1.2","MIT","extension","Mathias Buus","https://github.com/mafintosh/tar-fs"
"tar-fs@3.0.8","MIT","backend;extension","Mathias Buus","https://github.com/mafintosh/tar-fs"
"tar-stream@1.6.2","MIT","extension","Mathias Buus","https://github.com/mafintosh/tar-stream"
"tar-stream@2.2.0","MIT","extension","Mathias Buus","https://github.com/mafintosh/tar-stream"
"tar-stream@3.1.7","MIT","backend;extension","Mathias Buus","https://github.com/mafintosh/tar-stream"
"tar@6.2.1","ISC","backend","GitHub Inc.","https://github.com/isaacs/node-tar"
"temp-dir@1.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/temp-dir"
"tempfile@2.0.0","MIT","extension","Sindre Sorhus","https://github.com/sindresorhus/tempfile"
"terser-webpack-plugin@5.3.14","MIT","extension","webpack Contrib Team","https://github.com/webpack-contrib/terser-webpack-plugin"
"terser@5.39.0","BSD-2-Clause","extension","Mihai Bazon","https://github.com/terser/terser"
